PMID	Gene Name	Gene Type	Cell Name	Cell Type	Tissue Type	Experiment Type	Experimental Method	Title	Description of Gene	Interacting Gene	CellOntologyID
30971291	EGR1	TF Pmarker	B cell	Normal cell	Blood	low-throughput	Flow cytometry;QRT-PCR;Western blot	Iguratimod represses B cell terminal differentiation linked with the inhibition of PKC/EGR1 axis	The transcription factors PKC and EGR1 play a key role in inhibiting B cells in the differentiation system of human antibody secreting cells (ASC) by activating the PKC/EGR1 axis  		CL_0000236
30971291	PRRT2	TF Pmarker	B cell	Normal cell	Blood	low-throughput	Flow cytometry;QRT-PCR;Western blot	Iguratimod represses B cell terminal differentiation linked with the inhibition of PKC/EGR1 axis	The transcription factors PKC and EGR1 play a key role in inhibiting B cells in the differentiation system of human antibody secreting cells (ASC) by activating the PKC/EGR1 axis  		CL_0000236
30979776	YY1	TFMarker	Skeletal muscle satellite cell	Normal cell	Skeletal muscle	low-throughput	PCR;Western blot;Immunofluorescent staining;Flow cytometry;Microscopic observation;qRT-PCR	YY1 regulates skeletal muscle regeneration through controlling metabolic reprogramming of satellite cells	Deletion of YY1 leads to autonomous defects in activation and proliferation of Skeletal muscle satellite cells		
30979776	HIF1A	T Marker	Skeletal muscle satellite cell	Normal cell	Skeletal muscle	low-throughput	PCR;Western blot;Immunofluorescent staining;Flow cytometry;Microscopic observation;qRT-PCR	YY1 regulates skeletal muscle regeneration through controlling metabolic reprogramming of satellite cells	The HIF1A mediated glycolysis gene promotes metabolic reprogramming to glycolysis,which is required for Skeletal muscle satellite cells proliferation	YY1	
30980110	WNT5A	TF	Stromal cell	Normal cell	Bone marrow	low-throughput	qRT-PCR;Western blot;Microarray analysis;Micro‑CT analysis	Regulation of WNT5A and WNT11 during MSC in vitro chondrogenesis: WNT inhibition lowers BMP and hedgehog activity, and reduces hypertrophy	Transcription factors WNT5A and WNT11 regulate chondrogenesis in MSC	BMPFAMILY	CL_0000499
30980110	WNT11	TF	Stromal cell	Normal cell	Bone marrow	low-throughput	qRT-PCR;Western blot;Microarray analysis;Micro‑CT analysis	Regulation of WNT5A and WNT11 during MSC in vitro chondrogenesis: WNT inhibition lowers BMP and hedgehog activity, and reduces hypertrophy	Transcription factors WNT5A and WNT11 regulate chondrogenesis in MSC	BMPFAMILY	CL_0000499
30980110	BMPFAMILY	T Marker	Stromal cell	Normal cell	Bone marrow	low-throughput	qRT-PCR;Western blot;Microarray analysis;Micro‑CT analysis	Regulation of WNT5A and WNT11 during MSC in vitro chondrogenesis: WNT inhibition lowers BMP and hedgehog activity, and reduces hypertrophy	BMP and hedgehog are markers of mesenchymal stromal cells (MSC) chondrogenesis directed to nonhypertrophic articular chondrocytes (AC)	WNT5A;WNT11	CL_0000499
30980594	NCAM1	TFMarker	Endothelial cell	Normal cell	Skin	low-throughput + high-throughput	qRT-PCR;qPCR;Sequencing technique	Abnormalities in endothelial form of nitric oxide synthase is pathogenic in limited cutaneous systemic sclerosis	NCAM1 and CREB phosphorylation interact to regulate the activation of endothelial nitric oxide synthase (eNOS)	CREB1	CL_0000115
30980594	CREB1	TFMarker	Endothelial cell	Normal cell	Skin	low-throughput + high-throughput	qRT-PCR;qPCR;Sequencing technique	Abnormalities in endothelial form of nitric oxide synthase is pathogenic in limited cutaneous systemic sclerosis	NCAM1 and CREB phosphorylation interact to regulate the activation of endothelial nitric oxide synthase (eNOS)	NCAM1	CL_0000115
30980594	SCRT2	T Marker	Endothelial cell	Normal cell	Skin	low-throughput + high-throughput	qRT-PCR;qPCR;Sequencing technique	Abnormalities in endothelial form of nitric oxide synthase is pathogenic in limited cutaneous systemic sclerosis	SCRT2 and RABEP1 regulated by MIR218 were hub nodes in the network.		CL_0000115
30980594	RABEP1	T Marker	Endothelial cell	Normal cell	Skin	low-throughput + high-throughput	qRT-PCR;qPCR;Sequencing technique	Abnormalities in endothelial form of nitric oxide synthase is pathogenic in limited cutaneous systemic sclerosis	SCRT2 and RABEP1 regulated by MIR218 were hub nodes in the network.		CL_0000115
30981619	TGFB1	TFMarker	T cell	Normal cell	Uterus	low-throughput	Immunohistochemistry; Microscopic observation	Association between FOXP3+ regulatory T-cells and occurrence of peritoneal lesions in women with ovarian endometrioma and dermoid cysts	TGF-β is a marker for increased expression of Treg cells	FOXP3	CL_0000084
30981888	IL6	I Marker	Osteoblast cell	Normal cell	Bone	low-throughput	PCR;Western blot;Immunohistochemistry	IL-6 and sIL-6R induces STAT3-dependent differentiation of human VSMCs into osteoblast-like cells through JMJD2B-mediated histone demethylation of RUNX2	IL-6/sIL-6R promoted the expression of RUNT-associated transcription factor 2 (RUNX2)	RUNX2	CL_0000062
30981888	RUNX2	TFMarker	Osteoblast cell	Normal cell	Bone	low-throughput	PCR;Western blot;Immunohistochemistry	IL-6 and sIL-6R induces STAT3-dependent differentiation of human VSMCs into osteoblast-like cells through JMJD2B-mediated histone demethylation of RUNX2	RUNX2 promotes differentiation of osteoblasts	KDM4B;STAT3;IL6	CL_0000062
30981888	KDM4B	TF	Osteoblast cell	Normal cell	Bone	low-throughput	PCR;Western blot;Immunohistochemistry	IL-6 and sIL-6R induces STAT3-dependent differentiation of human VSMCs into osteoblast-like cells through JMJD2B-mediated histone demethylation of RUNX2	JMJD2 inhibitions RUNX2 gene expression	RUNX2	CL_0000062
30981888	STAT3	TF	Osteoblast cell	Normal cell	Bone	low-throughput	PCR;Western blot;Immunohistochemistry	IL-6 and sIL-6R induces STAT3-dependent differentiation of human VSMCs into osteoblast-like cells through JMJD2B-mediated histone demethylation of RUNX2	The down-regulation of transcriptional activator (STAT)3 decreased the expression of RUNX2 mRNA and osteoblast transdifferentiation in IL-6/sIL-6R induced osteoblasts	IL6;RUNX2	CL_0000062
30988188	CD40	TF	T cell	Normal cell	Lymph	low-throughput	Weston blot	Hypoxia-inducible factors in CD4+T cells promote metabolism, switch cytokine secretion, and T cell help in humoral immunity	TFH cells help GC B cellsthrough CD40 engagement and cytokine signals.	EPAS1;HIF1A	CL_0000084
30988188	FOXP3	TF	T cell	Normal cell	Lymph	low-throughput	Weston blot	Hypoxia-inducible factors in CD8+T cells promote metabolism, switch cytokine secretion, and T cell help in humoral immunity	Subsets of FOXP3+regulatory T cells (Treg) that express CXCR5(21–24).	EPAS1;HIF1A	CL_0000084
30988188	HIF1A	T Marker	T cell	Normal cell	Lymph	low-throughput	Weston blot	Hypoxia-inducible factors in CD8+T cells promote metabolism, switch cytokine secretion, and T cell help in humoral immunity	HIF-1α is a Marker in CD4+T cells	CD40;FOXP3	CL_0000084
30988188	EPAS1	T Marker	T cell	Normal cell	Lymph	low-throughput	Weston blot	Hypoxia-inducible factors in CD8+T cells promote metabolism, switch cytokine secretion, and T cell help in humoral immunity	HIF-2α is a Marker in CD4+T cells	CD40;FOXP3	CL_0000084
30988422	KLF7	TF	Stem cell	Normal cell	Bone marrow	low-throughput + high-throughput	RNA-seq;PCR	Engineering a haematopoietic stem cell niche by revitalizing mesenchymal stromal cells	Five genes encoding transcription factors (KLF7, OSTF1, XBP1, IRF3 and IRF7) that restored HSC niche function in cultured bone marrow-derived MSCs.	MEF2C	CL_0000034
30988422	OSTF1	I Marker	Stem cell	Normal cell	Bone marrow	low-throughput + high-throughput	RNA-seq;PCR	Engineering a haematopoietic stem cell niche by revitalizing mesenchymal stromal cells	Five genes encoding transcription factors (KLF7, OSTF1, XBP1, IRF3 and IRF7) that restored HSC niche function in cultured bone marrow-derived MSCs.	MEF2C	CL_0000034
30988422	XBP1	TF	Stem cell	Normal cell	Bone marrow	low-throughput + high-throughput	RNA-seq;PCR	Engineering a haematopoietic stem cell niche by revitalizing mesenchymal stromal cells	Five genes encoding transcription factors (KLF7, OSTF1, XBP1, IRF3 and IRF7) that restored HSC niche function in cultured bone marrow-derived MSCs.	MEF2C	CL_0000034
30988422	IRF3	TF	Stem cell	Normal cell	Bone marrow	low-throughput + high-throughput	RNA-seq;PCR	Engineering a haematopoietic stem cell niche by revitalizing mesenchymal stromal cells	Five genes encoding transcription factors (KLF7, OSTF1, XBP1, IRF3 and IRF7) that restored HSC niche function in cultured bone marrow-derived MSCs.	MEF2C	CL_0000034
30988422	IRF7	TF	Stem cell	Normal cell	Bone marrow	low-throughput + high-throughput	RNA-seq;PCR	Engineering a haematopoietic stem cell niche by revitalizing mesenchymal stromal cells	Five genes encoding transcription factors (KLF7, OSTF1, XBP1, IRF3 and IRF7) that restored HSC niche function in cultured bone marrow-derived MSCs.	MEF2C	CL_0000034
30988422	MEF2C	T Marker	Stem cell	Normal cell	Bone marrow	low-throughput + high-throughput	RNA-seq;PCR	Engineering a haematopoietic stem cell niche by revitalizing mesenchymal stromal cells	MEF2C is a Marker in Haematopoietic stem cells	XBP1;KLF7;IRF3;OSTF1;IRF7	CL_0000034
30988429	IRF1	TF	Liver cell	Normal cell	Liver	low-throughput + high-throughput	Weston blot;RNA-seq;Mass spectrometry	Basal expression of interferon regulatory factor 1 drives intrinsic hepatocyte resistance to multiple RNA viruses	Signal downstream through interferon regulatory factors (IRFs), transcription factors that induce synthesis of type I and type III interferons1.	IRF3;STAT1;MAVS	CL_0000182
30988429	MAVS	T Marker	Liver cell	Normal cell	Liver	low-throughput + high-throughput	Weston blot;RNA-seq;Mass spectrometry	Basal expression of interferon regulatory factor 1 drives intrinsic hepatocyte resistance to multiple RNA viruses	We show that constitutively expressed IRF1 acts independently of mito-chondrial antiviral signalling (MAVS) protein, IRF3 and signal transducer and activator of transcription 1 (STAT1)-dependent signalling to provide intrinsic antiviral protection in actino-mycin D-treated cells	IRF1	CL_0000182
30988429	IRF3	TF	Liver cell	Normal cell	Liver	low-throughput + high-throughput	Weston blot;RNA-seq;Mass spectrometry	Basal expression of interferon regulatory factor 1 drives intrinsic hepatocyte resistance to multiple RNA viruses	We show that constitutively expressed IRF1 acts independently of mito-chondrial antiviral signalling (MAVS) protein, IRF3 and signal transducer and activator of transcription 1 (STAT1)-dependent signalling to provide intrinsic antiviral protection in actino-mycin D-treated cells	IRF1	CL_0000182
30988429	STAT1	TF	Liver cell	Normal cell	Liver	low-throughput + high-throughput	Weston blot;RNA-seq;Mass spectrometry	Basal expression of interferon regulatory factor 1 drives intrinsic hepatocyte resistance to multiple RNA viruses	We show that constitutively expressed IRF1 acts independently of mito-chondrial antiviral signalling (MAVS) protein, IRF3 and signal transducer and activator of transcription 1 (STAT1)-dependent signalling to provide intrinsic antiviral protection in actino-mycin D-treated cells	IRF1	CL_0000182
30989118	POU5F1	TF Pmarker	Stem cell	Normal cell	Embryo	low-throughput + high-throughput	Western blot;qRT-PCR;Southern blot;Flow cytometry;Microscopic observation;Sequencing technique	Transient activation of the UPRER is an essential step in the acquisition of pluripotency during reprogramming	OCT4 is a transcription factor that affects Pluripotent stem cells	XBP1;ATF6;SOX2	CL_0000034
30989118	SOX2	TF Pmarker	Stem cell	Normal cell	Embryo	low-throughput + high-throughput	Western blot;qRT-PCR;Southern blot;Flow cytometry;Microscopic observation;Sequencing technique	Transient activation of the UPRER is an essential step in the acquisition of pluripotency during reprogramming	SOX2 is a transcription factor that affects Pluripotent stem cells	XBP1;ATF6;POU5F1	CL_0000034
30989118	ATF6	TF Pmarker	Stem cell	Normal cell	Embryo	low-throughput + high-throughput	Western blot;qRT-PCR;Southern blot;Flow cytometry;Microscopic observation;Sequencing technique	Transient activation of the UPRER is an essential step in the acquisition of pluripotency during reprogramming	ATF6 is a transcription factor that affects Pluripotent stem cells	XBP1;POU5F1;SOX2	CL_0000034
30989118	XBP1	TF Pmarker	Stem cell	Normal cell	Embryo	low-throughput + high-throughput	Western blot;qRT-PCR;Southern blot;Flow cytometry;Microscopic observation;Sequencing technique	Transient activation of the UPRER is an essential step in the acquisition of pluripotency during reprogramming	XBP1 is a transcription factor that affects Pluripotent stem cells	ATF6;POU5F1;SOX2	CL_0000034
30989628	OLIG1	TF Pmarker	Stem cell	Normal cell	Brain	low-throughput + high-throughput	Immunofluorescence staining;RNA Seq;Mass Spectrometry	"Transcriptome and Proteome Profiling of Neural Induced Pluripotent
Stem Cells from Individuals with Down Syndrome Disclose Dynamic
Dysregulations of Key Pathways and Cellular Functions"	Supporting its role for disturbed neurogenesis, and the transcriptionfactorsOLIG1,OLIG2andRUNX1, consistent with deficient myelination and neuronal differentiation.	RUNX1;OLIG2	CL_0000034
30989628	OLIG2	TF Pmarker	Stem cell	Normal cell	Brain	low-throughput + high-throughput	Immunofluorescence staining;RNA Seq;Mass Spectrometry	"Transcriptome and Proteome Profiling of Neural Induced Pluripotent
Stem Cells from Individuals with Down Syndrome Disclose Dynamic
Dysregulations of Key Pathways and Cellular Functions"	Supporting its role for disturbed neurogenesis, and the transcriptionfactorsOLIG1,OLIG2andRUNX1, consistent with deficient myelination and neuronal differentiation.	RUNX1;OLIG1	CL_0000034
30998124	PDIA3	TF Pmarker	Muscle cell	Normal cell	Lung	low-throughput + high-throughput	Biological analyses;qRT-PCR;qPCR;Microscopic observation	ENDOPLASMIC RETICULUM STRESS AND UNFOLDED PROTEIN RESPONSE IN DIAPHRAGM MUSCLE DYSFUNCTION OF PATIENTS WITH STABLE CHRONIC OBSTRUCTIVE PULMONARY DISEASE	gene expression but not protein levels of PDIA3 and PI3K were upregulated, and no significant differences were found in markers of UPR transmembrane receptor pathways (ATF6, IRE1alpha, and PERK), lipofuscin aggregates, proteolysis or apoptosis.	EIF2AK3	CL_0000187
30998124	ATF6	TF Pmarker	Muscle cell	Normal cell	Lung	low-throughput + high-throughput	Biological analyses;qRT-PCR;qPCR;Microscopic observation	ENDOPLASMIC RETICULUM STRESS AND UNFOLDED PROTEIN RESPONSE IN DIAPHRAGM MUSCLE DYSFUNCTION OF PATIENTS WITH STABLE CHRONIC OBSTRUCTIVE PULMONARY DISEASE	gene expression but not protein levels of PDIA3 and PI3K were upregulated, and no significant differences were found in markers of UPR transmembrane receptor pathways (ATF6, IRE1alpha, and PERK), lipofuscin aggregates, proteolysis or apoptosis.	PDIA3	CL_0000187
30998124	EIF2AK3	TF Pmarker	Muscle cell	Normal cell	Lung	low-throughput + high-throughput	Biological analyses;qRT-PCR;qPCR;Microscopic observation	ENDOPLASMIC RETICULUM STRESS AND UNFOLDED PROTEIN RESPONSE IN DIAPHRAGM MUSCLE DYSFUNCTION OF PATIENTS WITH STABLE CHRONIC OBSTRUCTIVE PULMONARY DISEASE	gene expression but not protein levels of PDIA3 and PI3K were upregulated, and no significant differences were found in markers of UPR transmembrane receptor pathways (ATF6, IRE1alpha, and PERK), lipofuscin aggregates, proteolysis or apoptosis.	PDIA3	CL_0000187
